date,link,location,title,President
"June 9, 2009, 17:15",http://en.kremlin.ru/events/president/trips/4609,Republic of Daghestan,Dmitry Medvedev was in Daghestan on a working visit,Dmitry Medvedev
"June 6, 2009, 09:30",http://en.kremlin.ru/events/president/trips/48902,Saint Petersburg,Dmitry Medvedev sent greetings to participants and guests of the World Grain Forum in St Petersburg,Dmitry Medvedev
"June 4, 2009, 19:20",http://en.kremlin.ru/events/president/trips/5150,Saint Petersburg,Dmitry Medvedev met with President of Azerbaijan Ilham Aliyev,Dmitry Medvedev
"May 21, 2009, 15:00",http://en.kremlin.ru/events/president/trips/4607,Khabarovsk Territory,Informal meeting of Russia and EU leaders has taken place within the framework of Russia-EU summit,Dmitry Medvedev
"April 20, 2009, 17:00",http://en.kremlin.ru/events/president/trips/4576,Finland,Russian-Finnish talks have taken place in Helsinki,Dmitry Medvedev
"April 1, 2009, 14:00",http://en.kremlin.ru/events/president/trips/5156,United Kingdom,Dmitry Medvedev had a meeting with Australian Prime Minister Kevin Rudd,Dmitry Medvedev
"March 31, 2009, 18:10",http://en.kremlin.ru/events/president/trips/4575,Germany,Dmitry Medvedev and Federal Chancellor of Germany Angela Merkel met with representatives of German business circles,Dmitry Medvedev
"March 2, 2009, 13:30",http://en.kremlin.ru/events/president/trips/4574,Spain,King of Spain Juan Carlos I and Queen Sofia held an official welcome ceremony for Dmitry and Svetlana Medvedev at the El Pardo Palace,Dmitry Medvedev
"March 1, 2009, 13:38",http://en.kremlin.ru/events/president/trips/4573,Italy,President of Italy Giorgio Napolitano handed over to Dmitry Medvedev the symbolic keys to the Russian Orthodox Church Metochion in Bari,Dmitry Medvedev
"February 18, 2009, 06:00",http://en.kremlin.ru/events/president/trips/4601,Sakhalin Region,Dmitry Medvedev held talks with Prime Minister of Japan Taro Aso,Dmitry Medvedev
"January 26, 2009, 19:30",http://en.kremlin.ru/events/president/trips/4599,Saint Petersburg,Dmitry Medvedev awarded Daniil Granin the Order of St Andrew the Apostle,Dmitry Medvedev
"January 22, 2009, 15:00",http://en.kremlin.ru/events/president/trips/4571,Uzbekistan,Dmitry Medvedev arrived in Uzbekistan for a two-day visit,Dmitry Medvedev
"January 20, 2009, 16:00",http://en.kremlin.ru/events/president/trips/4597,Republic of Ingushetia,Dmitry Medvedev arrived in Ingushetia,Dmitry Medvedev
"December 19, 2008, 16:00",http://en.kremlin.ru/events/president/trips/4570,Kazakhstan,Dmitry Medvedev had a meeting with President of Kazakhstan Nursultan Nazarbayev,Dmitry Medvedev
"December 4, 2008, 18:40",http://en.kremlin.ru/events/president/trips/4572,India,Dmitry Medvedev met with Prime Minister of India Manmohan Singh,Dmitry Medvedev
"November 28, 2008, 05:00",http://en.kremlin.ru/events/president/trips/4566,Cuba,Dmitry Medvedev held talks with President of the Council of State and Council of Ministers of Cuba Raul Castro,Dmitry Medvedev
"November 27, 2008, 08:00",http://en.kremlin.ru/events/president/trips/4567,Venezuela,Russian-Venezuelan talks were held in Caracas,Dmitry Medvedev
"November 25, 2008, 02:40",http://en.kremlin.ru/events/president/trips/4568,Brazil,Dmitry Medvedev on an official visit to Brazil,Dmitry Medvedev
"November 22, 2008, 13:50",http://en.kremlin.ru/events/president/trips/4569,Peru,President Dmitry Medvedev arrived in Lima for the Asia-Pacific Economic Cooperation (APEC) Leaders' Meeting,Dmitry Medvedev
"November 15, 2008, 16:45",http://en.kremlin.ru/events/president/trips/4565,United States,Dmitry Medvedev met with Federal Chancellor of Germany Angela Merkel,Dmitry Medvedev
"November 13, 2008, 17:30",http://en.kremlin.ru/events/president/trips/4564,France,Dmitry Medvedev took part in a meeting of the EU-Russia Industrialists' Round Table,Dmitry Medvedev
"October 20, 2008, 18:40",http://en.kremlin.ru/events/president/trips/4563,Armenia,Dmitry Medvedev arrived in Armenia on an official visit,Dmitry Medvedev
"October 14, 2008, 13:30",http://en.kremlin.ru/events/president/trips/4592,Moscow Region,Dmitry Medvedev visited the municipal children's hockey and figure skating centre and the gymnasium of the Odintsovo University for the Humanities,Dmitry Medvedev
"October 11, 2008, 13:40",http://en.kremlin.ru/events/president/trips/4591,Murmansk Region,Dmitry Medvedev observed the Dvina tactical exercises carried out by the Northern Fleet from on board the aircraft carrier Admiral Kuznetsov,Dmitry Medvedev
"October 10, 2008, 11:00",http://en.kremlin.ru/events/president/trips/5434,Kyrgyzstan,Dmitry Medvedev took part in the meeting of the CIS Council of Heads of State,Dmitry Medvedev
"October 9, 2008, 15:17",http://en.kremlin.ru/events/president/trips/4562,Kyrgyzstan,Dmitry Medvedev held talks with President of Kyrgyzstan Kurmanbek Bakiev in Bishkek,Dmitry Medvedev
"October 8, 2008, 15:00",http://en.kremlin.ru/events/president/trips/4561,France,Dmitry Medvedev addressed the World Policy Conference in Evian,Dmitry Medvedev
"September 26, 2008, 13:00",http://en.kremlin.ru/events/president/trips/4590,Orenburg Region,Dmitry Medvedev met with President of Venezuela Hugo Chavez,Dmitry Medvedev
"September 25, 2008, 04:00",http://en.kremlin.ru/events/president/trips/4589,Kamchatka Territory,Dmitry Medvedev met with the crew of the strategic nuclear cruiser submarine St Georgy Pobedonosets (St George the Victorious),Dmitry Medvedev
"September 24, 2008, 08:00",http://en.kremlin.ru/events/president/trips/4588,Magadan Region,"During his visit to Magadan Region, Dmitry Medvedev learned about the production of gold and silver ingots at the Kolyma Affinage Plant and visited the Magadan Regional History Museum",Dmitry Medvedev
"September 23, 2008, 11:00",http://en.kremlin.ru/events/president/trips/4587,Chukotka Autonomous Area,"During a working visit to the Chukotka Autonomous District, Dmitry Medvedev saw the results of implementing the federal target programme Economic and Social Development of Indigenous Peoples of the North until 2011",Dmitry Medvedev
"September 22, 2008, 13:00",http://en.kremlin.ru/events/president/trips/4560,Kazakhstan,Dmitry Medvedev met with President of Kazakhstan Nursultan Nazarbayev,Dmitry Medvedev
"August 29, 2008, 13:00",http://en.kremlin.ru/events/president/trips/4559,Tajikistan,Talks have taken place between Russia and Tajikistan,Dmitry Medvedev
"August 27, 2008, 15:10",http://en.kremlin.ru/events/president/trips/5433,Tajikistan,Dmitry Medvedev has arrived in Tajikistan to take part in the Shanghai Cooperation Organisation summit,Dmitry Medvedev
"July 6, 2008, 16:30",http://en.kremlin.ru/events/president/trips/4558,Japan,Dmitry Medvedev arrived in Japan to attend the G8 summit,Dmitry Medvedev
"July 5, 2008, 16:30",http://en.kremlin.ru/events/president/trips/4557,Kazakhstan,"During a working visit to Kazakhstan the Russian President took part in activities connected with the celebration of the 10th anniversary of the republic's capital, Astana",Dmitry Medvedev
"July 4, 2008, 15:30",http://en.kremlin.ru/events/president/trips/4556,Turkmenistan,High-level Russian-Turkmenistani talks were held in Ashgabat,Dmitry Medvedev
"July 3, 2008, 16:10",http://en.kremlin.ru/events/president/trips/4555,Azerbaijan,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev during an official visit to Azerbaijan,Dmitry Medvedev
"June 28, 2008, 10:40",http://en.kremlin.ru/events/president/trips/45771,Khanty-Mansi Autonomous Area — Yugra,Dmitry Medvedev met with Finnish President Tarja Halonen,Dmitry Medvedev
"June 26, 2008, 20:30",http://en.kremlin.ru/events/president/trips/5432,Khanty-Mansi Autonomous Area — Yugra,An informal meeting between the leaders of Russia and the EU took place during the 21st Russia–EU summit,Dmitry Medvedev
"June 22, 2008, 15:00",http://en.kremlin.ru/events/president/trips/4554,Belarus,Dmitry Medvedev took part in events commemorating the Day of Memory and Sorrow,Dmitry Medvedev
"June 7, 2008, 09:00",http://en.kremlin.ru/events/president/trips/5322,Saint Petersburg,Dmitry Medvedev welcomed participants and guests at the 12th Annual St Petersburg International Economic Forum,Dmitry Medvedev
"June 6, 2008, 12:00",http://en.kremlin.ru/events/president/trips/48901,Saint Petersburg,Dmitry Medvedev met with President of Moldova Vladimir Voronin,Dmitry Medvedev
"June 5, 2008, 16:20",http://en.kremlin.ru/events/president/trips/4553,Germany,Dmitry Medvedev held talks with Federal Chancellor of Germany Angela Merkel,Dmitry Medvedev
"May 23, 2008, 17:00",http://en.kremlin.ru/events/president/trips/4552,Chad,Russian-Chinese high-level talks took place in Beijing,Dmitry Medvedev
"May 22, 2008, 14:00",http://en.kremlin.ru/events/president/trips/4551,Kazakhstan,Dmitry Medvedev arrived in Kazakhstan on a state visit,Dmitry Medvedev
"May 15, 2008, 14:00",http://en.kremlin.ru/events/president/trips/4578,Ivanovo Region,Dmitry Medvedev observed the technical capabilities of the Strategic Missile Forces,Dmitry Medvedev
"April 17, 2008, 18:00",http://en.kremlin.ru/events/president/trips/45770,Italy,Vladimir Putin arrived in Italy,Putin
"April 16, 2008, 20:40",http://en.kremlin.ru/events/president/trips/45769,Libya,Vladimir Putin arrived in Libya on an official visit,Putin
"April 5, 2008, 20:00",http://en.kremlin.ru/events/president/trips/48888,Krasnodar Territory,Vladimir Putin met with American President George W. Bush,Putin
"April 3, 2008, 22:30",http://en.kremlin.ru/events/president/trips/48887,Romania,President Vladimir Putin has arrived in Bucharest,Putin
"February 18, 2008, 19:02",http://en.kremlin.ru/events/president/trips/45763,Saint Petersburg,President Vladimir Putin spoke at the awards ceremony of the Laureus World Sports Academy for the world's distinguished athletes,Putin
"January 17, 2008, 20:40",http://en.kremlin.ru/events/president/trips/45756,Bulgaria,President Putin and Bulgarian President Georgi Parvanov officially opened the Year of Russia in Bulgaria,Putin
"January 2, 2008, 10:30",http://en.kremlin.ru/events/president/trips/48868,Krasnodar Territory,Vladimir Putin took part in the opening ceremony of the Krasnaya Polyana ski resort,Putin
"December 14, 2007, 18:30",http://en.kremlin.ru/events/president/trips/48865,Belarus,The Russian-Belarusian Union State Supreme State Council has completed its session in Minsk,Putin
"October 26, 2007, 14:00",http://en.kremlin.ru/events/president/trips/48864,Portugal,President Vladimir Putin met with members of the Russia-European Union Business Cooperation Council,Putin
"October 25, 2007, 23:50",http://en.kremlin.ru/events/president/trips/45742,Portugal,"During a working visit to Portugal, President Vladimir Putin held talks with Portuguese President Anibal Cavaco Silva and Portuguese Prime Minister Jose Socrates",Putin
"October 16, 2007, 15:00",http://en.kremlin.ru/events/president/trips/45737,Iran,Vladimir Putin took part in the second Caspian Summit,Putin
"October 15, 2007, 13:00",http://en.kremlin.ru/events/president/trips/45736,Germany,President Vladimir Putin and German Chancellor Angela Merkel took part in the closing session of the Petersburg Dialogue Civic Forum,Putin
"October 6, 2007, 13:00",http://en.kremlin.ru/events/president/trips/48859,Tajikistan,The regular meeting of the Interstate Council of the Eurasian Economic Community (EurAsEC) took place in the capital of Tajikistan,Putin
"October 6, 2007, 15:50",http://en.kremlin.ru/events/president/trips/48860,Tajikistan,Vladimir Putin took part in a meeting of the Collective Security Council of the Collective Security Treaty Organisation (CSTO),Putin
"October 5, 2007, 14:00",http://en.kremlin.ru/events/president/trips/45733,Tajikistan,"Vladimir Putin met with the President of Tajikistan, Emomali Rahmon",Putin
"September 10, 2007, 13:00",http://en.kremlin.ru/events/president/trips/45727,United Arab Emirates,President Vladimir Putin visited the Treasures of the Moscow Kremlin exhibition in Abu Dhabi,Putin
"September 7, 2007, 09:30",http://en.kremlin.ru/events/president/trips/45730,Australia,During his official visit to Australia Vladimir Putin met with Australian Prime Minister John Howard,Putin
"September 7, 2007, 09:00",http://en.kremlin.ru/events/president/trips/48857,Australia,The media in countries taking part in the APEC forum have published an article by President Vladimir Putin entitled 'Russia and APEC: Towards Sustained and Stable Development in the Asia-Pacific Region',Putin
"September 6, 2007, 12:00",http://en.kremlin.ru/events/president/trips/45728,Indonesia,President Vladimir Putin has arrived in Indonesia for a state visit,Putin
"September 5, 2007, 06:20",http://en.kremlin.ru/events/president/trips/45729,Kamchatka Territory,"While on a working visit to the Far East Federal District, President Vladimir Putin visited Vilyuchinsk, the main base for the Russian Pacific Fleet's submarines",Putin
"August 16, 2007, 16:00",http://en.kremlin.ru/events/president/trips/48854,Chelyabinsk Region,Vladimir Putin participated in the Shanghai Cooperation Organisation (SCO) Council of Heads of State,Putin
"July 19, 2007, 14:30",http://en.kremlin.ru/events/president/trips/45708,Republic of Mordovia,Vladimir Putin met with Finnish President Tarja Halonen,Putin
"July 3, 2007, 07:30",http://en.kremlin.ru/events/president/trips/45693,Guatemala,Vladimir Putin met with the President of the International Olympic Committee Jacques Rogge,Putin
"July 2, 2007, 06:00",http://en.kremlin.ru/events/president/trips/45692,United Kingdom,President Vladimir Putin has arrived on a working visit to the United States,Putin
"June 25, 2007, 16:00",http://en.kremlin.ru/events/president/trips/45694,Turkey,President Vladimir Putin met with President of Turkey Ahmet Sezer,Putin
"June 24, 2007, 17:00",http://en.kremlin.ru/events/president/trips/45691,Croatia,President Vladimir Putin took part in the Balkan Energy Cooperation Summit,Putin
"June 10, 2007, 12:00",http://en.kremlin.ru/events/president/trips/48847,Saint Petersburg,President Vladimir Putin took part in the XI St Petersburg International Economic Forum,Putin
"June 9, 2007, 12:50",http://en.kremlin.ru/events/president/trips/48846,Saint Petersburg,President Vladimir Putin met with President of Tajikistan Emomali Rakhmonov,Putin
"June 6, 2007, 20:30",http://en.kremlin.ru/events/president/trips/45658,Germany,President Vladimir Putin and German Federal Chancellor Angela Merkel held talks before the start of the G8 summit,Putin
"May 23, 2007, 17:00",http://en.kremlin.ru/events/president/trips/45659,France,High-level Russian-Austrian talks took place,Putin
"May 17, 2007, 21:30",http://en.kremlin.ru/events/president/trips/48843,Samara Region,Russian and EU leaders met informally during the 19th Russia-EU summit,Putin
"May 12, 2007, 19:48",http://en.kremlin.ru/events/president/trips/48845,Turkmenistan,"Agreements between Russia, Turkmenistan and Kazakhstan on constructing a trans-Caspian pipeline and on developing gas transportation facilities in Central Asia will result in increased deliveries of energy supplies to European and world markets",Putin
"May 11, 2007, 12:00",http://en.kremlin.ru/events/president/trips/45638,Turkmenistan,President Vladimir Putin held talks with President of Turkmenistan Gurbanguly Berdymukhammedov,Putin
"May 10, 2007, 14:00",http://en.kremlin.ru/events/president/trips/45636,Kazakhstan,The President of Russia made an official visit to Kazakhstan,Putin
"March 15, 2007, 03:00",http://en.kremlin.ru/events/president/trips/45624,Greece,"Russian President Vladimir Putin, Greek Prime Minister Konstantinos Karamanlis and Bulgarian Prime Minister Sergei Stanishev discussed the realisation of the Burgas — Alexandroupolis project",Putin
"March 13, 2007, 21:30",http://en.kremlin.ru/events/president/trips/45623,Italy,During his working visit to Italy Vladimir Putin met with President of the Republic of Italy Giorgio Napolitano and Italian Prime Minister Romano Prodi,Putin
"February 13, 2007, 00:55",http://en.kremlin.ru/events/president/trips/45611,Jordan,Vladimir Putin arrived in the Hashemite Kingdom of Jordan on an official visit,Putin
"February 12, 2007, 22:00",http://en.kremlin.ru/events/president/trips/45612,Qatar,President Vladimir Putin paid a working visit to Qatar,Putin
"February 11, 2007, 23:40",http://en.kremlin.ru/events/president/trips/45610,Saudi Arabia,President Vladimir Putin and King of Saudi Arabia Abdullah bin Abdul Aziz Al Saud held talks in Riyadh,Putin
"February 10, 2007, 02:30",http://en.kremlin.ru/events/president/trips/45613,Germany,Vladimir Putin arrived in Germany on a working visit,Putin
"January 25, 2007, 14:00",http://en.kremlin.ru/events/president/trips/45609,India,Vladimir Putin held talks with Indian Prime Minister Manmohan Singh,Putin
"December 22, 2006, 19:30",http://en.kremlin.ru/events/president/trips/45607,Ukraine,President Vladimir Putin paid a visit to Ukraine,Putin
"December 14, 2006, 15:30",http://en.kremlin.ru/events/president/trips/48842,Ivanovo Region,Vladimir Putin examined the technical capacities of the Strategic Rocket Forces,Putin
"November 28, 2006, 16:45",http://en.kremlin.ru/events/president/trips/45605,Belarus,Journalists from the Kremlin's press pool left the summit of the CIS heads of state in protest against the actions of the Belarusian party,Putin
"November 24, 2006, 11:30",http://en.kremlin.ru/events/president/trips/48841,Finland,President Vladimir Putin and the European Union leadership met with the members of the Russia-EU Business Cooperation Council,Putin
"November 23, 2006, 20:20",http://en.kremlin.ru/events/president/trips/45604,Finland,"In the Finnish capital, Helsinki, the Russia-Finland summit talks were held",Putin
"November 19, 2006, 14:00",http://en.kremlin.ru/events/president/trips/45603,Vietnam,Vladimir Putin and President of Vietnam Nguyen Minh Triet attended the opening ceremony of the Russian-Vietnamese Bank,Putin
"November 18, 2006, 13:30",http://en.kremlin.ru/events/president/trips/48840,Vietnam,Vladimir Putin participated in the meeting between leaders of the economic participants in the Asian Pacific Economic Cooperation (APEC) forum,Putin
"October 20, 2006, 23:00",http://en.kremlin.ru/events/president/trips/45601,Finland,An informal Russia-EU summit took place in the Finnish city Lahti,Putin
"October 10, 2006, 17:30",http://en.kremlin.ru/events/president/trips/45599,Germany,Vladimir Putin arrived in Germany for a working visit,Putin
"September 22, 2006, 19:30",http://en.kremlin.ru/events/president/trips/45596,France,President Vladimir Putin and French President Jacques Chirac attended the official unveiling of a monument to the legendary Normandy-Neman Aviation Regiment,Putin
"September 10, 2006, 10:54",http://en.kremlin.ru/events/president/trips/45595,Kaliningrad Region,The Baltiisk–Ust Luga ferry link resolves transport security issues and opens up new opportunities for international cooperation,Putin
"September 7, 2006, 16:30",http://en.kremlin.ru/events/president/trips/45594,Morocco,Vladimir Putin was accorded an official welcome in Casablanca,Putin
"September 5, 2006, 16:30",http://en.kremlin.ru/events/president/trips/45593,South Africa,Vladimir Putin has held talks with President of South Africa Thabo Mbeki,Putin
"September 4, 2006, 17:00",http://en.kremlin.ru/events/president/trips/45592,Greece,President Vladimir Putin met with Greek Prime Minister Kostas Karamanlis,Putin
"July 14, 2006, 01:45",http://en.kremlin.ru/events/president/trips/48839,Saint Petersburg,President Vladimir Putin has arrived in St Petersburg,Putin
"June 23, 2006, 15:30",http://en.kremlin.ru/events/president/trips/45590,Belarus,The Intergovernmental Council of the Eurasian Economic Community held a session,Putin
"June 23, 2006, 19:00",http://en.kremlin.ru/events/president/trips/48838,Belarus,A session of the Collective Security Treaty Organisation Council for Collective Security took place,Putin
"June 16, 2006, 17:15",http://en.kremlin.ru/events/president/trips/45588,Kazakhstan,"Vladimir Putin met with the President of Azerbaijan, Ilham Aliyev",Putin
"June 14, 2006, 15:30",http://en.kremlin.ru/events/president/trips/48836,People's Republic of China,The heads of state of the Shanghai Cooperation Organisation's member countries met with representatives of the organisation's Business Council,Putin
"June 13, 2006, 11:30",http://en.kremlin.ru/events/president/trips/48837,Saint Petersburg,Vladimir Putin participated in the 10th Saint Petersburg International Economic Forum,Putin
"May 24, 2006, 21:30",http://en.kremlin.ru/events/president/trips/48835,Krasnodar Territory,President Vladimir Putin met with the EU leaders who arrived in Sochi to take part in the Russia-EU summit,Putin
"April 26, 2006, 19:30",http://en.kremlin.ru/events/president/trips/45587,Tomsk Region,President Vladimir Putin met with Federal Chancellor of Germany Angela Merkel,Putin
"March 21, 2006, 12:20",http://en.kremlin.ru/events/president/trips/45585,Chad,Vladimir Putin's two-day official visit to China has begun,Putin
"March 10, 2006, 00:00",http://en.kremlin.ru/events/president/trips/45584,Algeria,President Vladimir Putin made an official visit to the People's Democratic Republic of Algeria,Putin
"March 1, 2006, 20:30",http://en.kremlin.ru/events/president/trips/45583,Czech Republic,Vladimir Putin and Czech President Vaclav Klaus held talks,Putin
"February 28, 2006, 18:40",http://en.kremlin.ru/events/president/trips/45582,Hungary,Vladimir Putin held talks with Hungarian President Laszlo Solyom,Putin
"February 21, 2006, 20:00",http://en.kremlin.ru/events/president/trips/45581,Azerbaijan,Vladimir Putin is on a working visit to Azerbaijan,Putin
"February 8, 2006, 23:30",http://en.kremlin.ru/events/president/trips/45579,Spain,The first day of the President of Russia's state visit to Spain ended with a reception in the Royal Palace given by King of Spain Juan Carlos I and Queen Sophia in honour of Vladimir and Lyudmila Putin,Putin
"January 25, 2006, 12:00",http://en.kremlin.ru/events/president/trips/48834,Saint Petersburg,President Vladimir Putin met with President of Kazakhstan Nursultan Nazarbayev,Putin
"January 11, 2006, 09:00",http://en.kremlin.ru/events/president/trips/45578,Kazakhstan,President Vladimir Putin attended the inauguration ceremony of President of Kazakhstan Nursultan Nazarbayev,Putin
"December 13, 2005, 10:20",http://en.kremlin.ru/events/president/trips/48833,Malaysia,Vladimir Putin took part in the first Russia-ASEAN summit,Putin
"December 12, 2005, 15:00",http://en.kremlin.ru/events/president/trips/45574,Chechen Republic,President Vladimir Putin visited Grozny and addressed the first session of the newly elected parliament of the Republic of Chechnya,Putin
"November 20, 2005, 13:00",http://en.kremlin.ru/events/president/trips/45572,Japan,President Vladimir Putin visited the Japanese-Russian Friendship and Art exhibition,Putin
"November 18, 2005, 14:30",http://en.kremlin.ru/events/president/trips/45571,Republic of Korea,President Vladimir Putin took part in the meeting of heads of state and government of the Asia-Pacific Economic Cooperation forum member countries,Putin
"November 17, 2005, 14:10",http://en.kremlin.ru/events/president/trips/45570,Turkey,Vladimir Putin arrived at the port of Samsun on the Black Sea coast in Turkey,Putin
"November 1, 2005, 14:00",http://en.kremlin.ru/events/president/trips/45569,the Netherlands,The President of Russia visited Amsterdam,Putin
"October 6, 2005, 23:00",http://en.kremlin.ru/events/president/trips/48832,Saint Petersburg,A summit of the Central Asian Cooperation Organisation took place in St Petersburg,Putin
"October 4, 2005, 22:25",http://en.kremlin.ru/events/president/trips/45567,United Kingdom,President Vladimir Putin and British Prime Minister Anthony Blair met with members of the British business community,Putin
"October 4, 2005, 18:00",http://en.kremlin.ru/events/president/trips/48831,United Kingdom,A summit meeting between Russia and the European Union has taken place in London,Putin
"October 3, 2005, 20:50",http://en.kremlin.ru/events/president/trips/45566,Belgium,President Vladimir Putin made a official visit to the Kingdom of Belgium,Putin
"September 14, 2005, 10:30",http://en.kremlin.ru/events/president/trips/45565,United States,President Vladimir Putin is paying a working visit to the United States,Putin
"September 8, 2005, 18:00",http://en.kremlin.ru/events/president/trips/45562,Germany,President Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,Putin
"August 26, 2005, 21:00",http://en.kremlin.ru/events/president/trips/48830,Republic of Tatarstan,A session of the Council of the Heads of States of the Commonwealth of Independent States was held,Putin
"August 16, 2005, 21:00",http://en.kremlin.ru/events/president/trips/48829,Moscow Region,President Vladimir Putin flew on a Tu-160 strategic bomber,Putin
"August 1, 2005, 20:30",http://en.kremlin.ru/events/president/trips/45561,Finland,Vladimir Putin held a meeting with President of Finland Tarja Halonen,Putin
"July 6, 2005, 23:00",http://en.kremlin.ru/events/president/trips/48828,United Kingdom,President Vladimir Putin arrived at the G8 summit,Putin
"July 5, 2005, 13:10",http://en.kremlin.ru/events/president/trips/48827,Kazakhstan,The Shanghai Cooperation Organisation Council of Heads of State met in Astana,Putin
"June 25, 2005, 14:00",http://en.kremlin.ru/events/president/trips/48826,Saint Petersburg,President Vladimir Putin met with leading U.S. entrepreneurs,Putin
"June 14, 2005, 13:30",http://en.kremlin.ru/events/president/trips/45559,Saint Petersburg,President Vladimir Putin addressed the Ninth St Petersburg International Economic Forum,Putin
"June 2, 2005, 14:20",http://en.kremlin.ru/events/president/trips/48825,Kazakhstan,President Vladimir Putin arrived at Baikonur,Putin
"April 27, 2005, 21:20",http://en.kremlin.ru/events/president/trips/45556,Israel,President Vladimir Putin has arrived in Israel on a working visit,Putin
"April 26, 2005, 20:30",http://en.kremlin.ru/events/president/trips/45555,Egypt,Vladimir Putin has arrived in Egypt on a working visit,Putin
"April 10, 2005, 19:10",http://en.kremlin.ru/events/president/trips/45554,Germany,Vladimir Putin arrived in Hannover for a two-day working visit,Putin
"March 24, 2005, 20:00",http://en.kremlin.ru/events/president/trips/45552,Armenia,President Vladimir Putin has arrived in the Republic of Armenia on a working visit,Putin
"March 19, 2005, 16:50",http://en.kremlin.ru/events/president/trips/45550,Ukraine,President Vladimir Putin held talks with Ukrainian President Viktor Yushchenko,Putin
"February 24, 2005, 22:20",http://en.kremlin.ru/events/president/trips/45548,Slovakia,The official visit of President Putin to the Slovak Republic has begun,Putin
"February 24, 2005, 16:30",http://en.kremlin.ru/events/president/trips/48824,Slovakia,President Vladimir Putin and his wife have arrived in the Slovakian capital Bratislava,Putin
"January 27, 2005, 13:00",http://en.kremlin.ru/events/president/trips/48823,Poland,President Vladimir Putin arrived in Krakow to take part in the events commemorating the 60th anniversary of the liberation of Auschwitz,Putin
"January 11, 2005, 18:00",http://en.kremlin.ru/events/president/trips/45547,Novosibirsk Region,President Vladimir Putin arrived in Novosibirsk where he will hold a meeting on information technology development,Putin
"December 20, 2004, 19:00",http://en.kremlin.ru/events/president/trips/45546,Germany,President Putin arrived in Hamburg to take part in Russian-German high-level intergovernmental consultations,Putin
"December 5, 2004, 23:10",http://en.kremlin.ru/events/president/trips/45544,Turkey,"On Vladimir Putin's arrival in Ankara, a dinner in his honour was held by the Turkish President Ahmet Necdet Sezer",Putin
"December 3, 2004, 08:20",http://en.kremlin.ru/events/president/trips/45543,India,President Vladimir Putin met with Indian Foreign Minister Kanwar Natwar Singh,Putin
"November 25, 2004, 16:30",http://en.kremlin.ru/events/president/trips/48822,the Netherlands,A summit meeting between Russia and the European Union has taken place in the Hague,Putin
"November 23, 2004, 17:30",http://en.kremlin.ru/events/president/trips/45542,Portugal,President Vladimir Putin began his official visit to Portugal by meeting with Portuguese President Jorge Sampaio,Putin
"November 22, 2004, 18:10",http://en.kremlin.ru/events/president/trips/45541,Brazil,The official welcome ceremony marking President Vladimir Putin's visit to Brazil took place at the Planalto Presidential Palace in the Brazilian capital Brasilia,Putin
"November 20, 2004, 20:30",http://en.kremlin.ru/events/president/trips/48821,Chile,"President Vladimir Putin arrived at Espasio Riesco congress center, where the 12th APEC forum began its work",Putin
"November 19, 2004, 23:55",http://en.kremlin.ru/events/president/trips/45540,Chile,President Vladimir Putin has begun his two-day official visit to Chile with the meeting wih deputies of the Chilean National Congress,Putin
"November 12, 2004, 15:00",http://en.kremlin.ru/events/president/trips/45539,Krasnodar Territory,The Presidents of Russia and Ukraine took part in a opening ceremony of the constant ferry hub between Russian port ”Kavkaz“ and Ukrainian one ”Krym.“,Putin
"October 26, 2004, 22:00",http://en.kremlin.ru/events/president/trips/45537,Ukraine,"In a live broadcast of three national Ukrainian television channels, President Vladimir Putin answered questions by television viewers",Putin
"October 18, 2004, 10:00",http://en.kremlin.ru/events/president/trips/48820,Tajikistan,A protocol was signed in Dushanbe on Russia joining the Central Asian Cooperation Organisation,Putin
"October 16, 2004, 10:20",http://en.kremlin.ru/events/president/trips/45536,Tajikistan,President Vladimir Putin has signed an order on signing the protocol on the Russian Federation joining the agreement founding the Central Asian Cooperation Organisation,Putin
"October 14, 2004, 09:00",http://en.kremlin.ru/events/president/trips/45535,Chad,President Vladimir Putin has arrived in China on an official visit,Putin
"September 15, 2004, 17:00",http://en.kremlin.ru/events/president/trips/48819,Kazakhstan,A meeting of the Council of heads of member countries on the Agreement on forming a Common Economic Space took place in Astana,Putin
"September 15, 2004, 20:30",http://en.kremlin.ru/events/president/trips/48899,Kazakhstan,"Vladimir Putin met with the Presidents of Azerbaijan and Armenia, Ilkham Aliyev and Robert Kocharian",Putin
"August 30, 2004, 21:30",http://en.kremlin.ru/events/president/trips/48818,Krasnodar Territory,President Vladimir Putin and German Chancellor Gerhard Schroeder held a meeting at the Russian President's Bocharov Ruchei Residence,Putin
"July 26, 2004, 16:30",http://en.kremlin.ru/events/president/trips/45532,Ukraine,Vladimir Putin paid a one-day visit to Ukraine,Putin
"July 10, 2004, 13:30",http://en.kremlin.ru/events/president/trips/45513,Austria,"Vladimir Putin arrived in Vienna, where the state funeral of the Federal President of the Austrian Republic Thomas Klestil was held",Putin
"July 1, 2004, 23:50",http://en.kremlin.ru/events/president/trips/45530,Belarus,President Vladimir Putin took part in celebrations to honour the 60th anniversary of Belarus' liberation from the Nazi invaders,Putin
